Date_ID,Date,Year,Quarter,Month_Number,Month_Name,Year_Month,Fiscal_Year,Fiscal_Quarter
97,2023-04-07,2023,Q2,4,April,2023-04,FY2023-24,Q1
98,2023-04-08,2023,Q2,4,April,2023-04,FY2023-24,Q1
99,2023-04-09,2023,Q2,4,April,2023-04,FY2023-24,Q1
100,2023-04-10,2023,Q2,4,April,2023-04,FY2023-24,Q1
101,2023-04-11,2023,Q2,4,April,2023-04,FY2023-24,Q1
102,2023-04-12,2023,Q2,4,April,2023-04,FY2023-24,Q1
103,2023-04-13,2023,Q2,4,April,2023-04,FY2023-24,Q1
104,2023-04-14,2023,Q2,4,April,2023-04,FY2023-24,Q1
105,2023-04-15,2023,Q2,4,April,2023-04,FY2023-24,Q1
106,2023-04-16,2023,Q2,4,April,2023-04,FY2023-24,Q1
107,2023-04-17,2023,Q2,4,April,2023-04,FY2023-24,Q1
108,2023-04-18,2023,Q2,4,April,2023-04,FY2023-24,Q1
109,2023-04-19,2023,Q2,4,April,2023-04,FY2023-24,Q1
110,2023-04-20,2023,Q2,4,April,2023-04,FY2023-24,Q1
111,2023-04-21,2023,Q2,4,April,2023-04,FY2023-24,Q1
112,2023-04-22,2023,Q2,4,April,2023-04,FY2023-24,Q1
113,2023-04-23,2023,Q2,4,April,2023-04,FY2023-24,Q1
114,2023-04-24,2023,Q2,4,April,2023-04,FY2023-24,Q1
115,2023-04-25,2023,Q2,4,April,2023-04,FY2023-24,Q1
116,2023-04-26,2023,Q2,4,April,2023-04,FY2023-24,Q1
117,2023-04-27,2023,Q2,4,April,2023-04,FY2023-24,Q1
118,2023-04-28,2023,Q2,4,April,2023-04,FY2023-24,Q1
119,2023-04-29,2023,Q2,4,April,2023-04,FY2023-24,Q1
120,2023-04-30,2023,Q2,4,April,2023-04,FY2023-24,Q1
121,2023-05-01,2023,Q2,5,May,2023-05,FY2023-24,Q1
122,2023-05-02,2023,Q2,5,May,2023-05,FY2023-24,Q1
123,2023-05-03,2023,Q2,5,May,2023-05,FY2023-24,Q1
124,2023-05-04,2023,Q2,5,May,2023-05,FY2023-24,Q1
125,2023-05-05,2023,Q2,5,May,2023-05,FY2023-24,Q1
126,2023-05-06,2023,Q2,5,May,2023-05,FY2023-24,Q1
127,2023-05-07,2023,Q2,5,May,2023-05,FY2023-24,Q1
128,2023-05-08,2023,Q2,5,May,2023-05,FY2023-24,Q1
129,2023-05-09,2023,Q2,5,May,2023-05,FY2023-24,Q1
130,2023-05-10,2023,Q2,5,May,2023-05,FY2023-24,Q1
131,2023-05-11,2023,Q2,5,May,2023-05,FY2023-24,Q1
132,2023-05-12,2023,Q2,5,May,2023-05,FY2023-24,Q1
133,2023-05-13,2023,Q2,5,May,2023-05,FY2023-24,Q1
134,2023-05-14,2023,Q2,5,May,2023-05,FY2023-24,Q1
135,2023-05-15,2023,Q2,5,May,2023-05,FY2023-24,Q1
136,2023-05-16,2023,Q2,5,May,2023-05,FY2023-24,Q1
137,2023-05-17,2023,Q2,5,May,2023-05,FY2023-24,Q1
138,2023-05-18,2023,Q2,5,May,2023-05,FY2023-24,Q1
139,2023-05-19,2023,Q2,5,May,2023-05,FY2023-24,Q1
140,2023-05-20,2023,Q2,5,May,2023-05,FY2023-24,Q1
141,2023-05-21,2023,Q2,5,May,2023-05,FY2023-24,Q1
142,2023-05-22,2023,Q2,5,May,2023-05,FY2023-24,Q1
143,2023-05-23,2023,Q2,5,May,2023-05,FY2023-24,Q1
144,2023-05-24,2023,Q2,5,May,2023-05,FY2023-24,Q1
145,2023-05-25,2023,Q2,5,May,2023-05,FY2023-24,Q1
146,2023-05-26,2023,Q2,5,May,2023-05,FY2023-24,Q1
147,2023-05-27,2023,Q2,5,May,2023-05,FY2023-24,Q1
148,2023-05-28,2023,Q2,5,May,2023-05,FY2023-24,Q1
149,2023-05-29,2023,Q2,5,May,2023-05,FY2023-24,Q1
150,2023-05-30,2023,Q2,5,May,2023-05,FY2023-24,Q1
151,2023-05-31,2023,Q2,5,May,2023-05,FY2023-24,Q1
152,2023-06-01,2023,Q2,6,June,2023-06,FY2023-24,Q1
153,2023-06-02,2023,Q2,6,June,2023-06,FY2023-24,Q1
154,2023-06-03,2023,Q2,6,June,2023-06,FY2023-24,Q1
155,2023-06-04,2023,Q2,6,June,2023-06,FY2023-24,Q1
156,2023-06-05,2023,Q2,6,June,2023-06,FY2023-24,Q1
157,2023-06-06,2023,Q2,6,June,2023-06,FY2023-24,Q1
158,2023-06-07,2023,Q2,6,June,2023-06,FY2023-24,Q1
159,2023-06-08,2023,Q2,6,June,2023-06,FY2023-24,Q1
160,2023-06-09,2023,Q2,6,June,2023-06,FY2023-24,Q1
161,2023-06-10,2023,Q2,6,June,2023-06,FY2023-24,Q1
162,2023-06-11,2023,Q2,6,June,2023-06,FY2023-24,Q1
163,2023-06-12,2023,Q2,6,June,2023-06,FY2023-24,Q1
164,2023-06-13,2023,Q2,6,June,2023-06,FY2023-24,Q1
165,2023-06-14,2023,Q2,6,June,2023-06,FY2023-24,Q1
166,2023-06-15,2023,Q2,6,June,2023-06,FY2023-24,Q1
167,2023-06-16,2023,Q2,6,June,2023-06,FY2023-24,Q1
168,2023-06-17,2023,Q2,6,June,2023-06,FY2023-24,Q1
169,2023-06-18,2023,Q2,6,June,2023-06,FY2023-24,Q1
170,2023-06-19,2023,Q2,6,June,2023-06,FY2023-24,Q1
171,2023-06-20,2023,Q2,6,June,2023-06,FY2023-24,Q1
172,2023-06-21,2023,Q2,6,June,2023-06,FY2023-24,Q1
173,2023-06-22,2023,Q2,6,June,2023-06,FY2023-24,Q1
174,2023-06-23,2023,Q2,6,June,2023-06,FY2023-24,Q1
175,2023-06-24,2023,Q2,6,June,2023-06,FY2023-24,Q1
176,2023-06-25,2023,Q2,6,June,2023-06,FY2023-24,Q1
177,2023-06-26,2023,Q2,6,June,2023-06,FY2023-24,Q1
178,2023-06-27,2023,Q2,6,June,2023-06,FY2023-24,Q1
179,2023-06-28,2023,Q2,6,June,2023-06,FY2023-24,Q1
180,2023-06-29,2023,Q2,6,June,2023-06,FY2023-24,Q1
181,2023-06-30,2023,Q2,6,June,2023-06,FY2023-24,Q1
182,2023-07-01,2023,Q3,7,July,2023-07,FY2023-24,Q2
183,2023-07-02,2023,Q3,7,July,2023-07,FY2023-24,Q2
184,2023-07-03,2023,Q3,7,July,2023-07,FY2023-24,Q2
185,2023-07-04,2023,Q3,7,July,2023-07,FY2023-24,Q2
186,2023-07-05,2023,Q3,7,July,2023-07,FY2023-24,Q2
187,2023-07-06,2023,Q3,7,July,2023-07,FY2023-24,Q2
188,2023-07-07,2023,Q3,7,July,2023-07,FY2023-24,Q2
189,2023-07-08,2023,Q3,7,July,2023-07,FY2023-24,Q2
190,2023-07-09,2023,Q3,7,July,2023-07,FY2023-24,Q2
191,2023-07-10,2023,Q3,7,July,2023-07,FY2023-24,Q2
192,2023-07-11,2023,Q3,7,July,2023-07,FY2023-24,Q2
193,2023-07-12,2023,Q3,7,July,2023-07,FY2023-24,Q2
194,2023-07-13,2023,Q3,7,July,2023-07,FY2023-24,Q2
195,2023-07-14,2023,Q3,7,July,2023-07,FY2023-24,Q2
196,2023-07-15,2023,Q3,7,July,2023-07,FY2023-24,Q2
197,2023-07-16,2023,Q3,7,July,2023-07,FY2023-24,Q2
198,2023-07-17,2023,Q3,7,July,2023-07,FY2023-24,Q2
199,2023-07-18,2023,Q3,7,July,2023-07,FY2023-24,Q2
200,2023-07-19,2023,Q3,7,July,2023-07,FY2023-24,Q2
201,2023-07-20,2023,Q3,7,July,2023-07,FY2023-24,Q2
202,2023-07-21,2023,Q3,7,July,2023-07,FY2023-24,Q2
203,2023-07-22,2023,Q3,7,July,2023-07,FY2023-24,Q2
204,2023-07-23,2023,Q3,7,July,2023-07,FY2023-24,Q2
205,2023-07-24,2023,Q3,7,July,2023-07,FY2023-24,Q2
206,2023-07-25,2023,Q3,7,July,2023-07,FY2023-24,Q2
207,2023-07-26,2023,Q3,7,July,2023-07,FY2023-24,Q2
208,2023-07-27,2023,Q3,7,July,2023-07,FY2023-24,Q2
209,2023-07-28,2023,Q3,7,July,2023-07,FY2023-24,Q2
210,2023-07-29,2023,Q3,7,July,2023-07,FY2023-24,Q2
211,2023-07-30,2023,Q3,7,July,2023-07,FY2023-24,Q2
212,2023-07-31,2023,Q3,7,July,2023-07,FY2023-24,Q2
213,2023-08-01,2023,Q3,8,August,2023-08,FY2023-24,Q2
214,2023-08-02,2023,Q3,8,August,2023-08,FY2023-24,Q2
215,2023-08-03,2023,Q3,8,August,2023-08,FY2023-24,Q2
216,2023-08-04,2023,Q3,8,August,2023-08,FY2023-24,Q2
217,2023-08-05,2023,Q3,8,August,2023-08,FY2023-24,Q2
218,2023-08-06,2023,Q3,8,August,2023-08,FY2023-24,Q2
219,2023-08-07,2023,Q3,8,August,2023-08,FY2023-24,Q2
220,2023-08-08,2023,Q3,8,August,2023-08,FY2023-24,Q2
221,2023-08-09,2023,Q3,8,August,2023-08,FY2023-24,Q2
222,2023-08-10,2023,Q3,8,August,2023-08,FY2023-24,Q2
223,2023-08-11,2023,Q3,8,August,2023-08,FY2023-24,Q2
224,2023-08-12,2023,Q3,8,August,2023-08,FY2023-24,Q2
225,2023-08-13,2023,Q3,8,August,2023-08,FY2023-24,Q2
226,2023-08-14,2023,Q3,8,August,2023-08,FY2023-24,Q2
227,2023-08-15,2023,Q3,8,August,2023-08,FY2023-24,Q2
228,2023-08-16,2023,Q3,8,August,2023-08,FY2023-24,Q2
229,2023-08-17,2023,Q3,8,August,2023-08,FY2023-24,Q2
230,2023-08-18,2023,Q3,8,August,2023-08,FY2023-24,Q2
231,2023-08-19,2023,Q3,8,August,2023-08,FY2023-24,Q2
232,2023-08-20,2023,Q3,8,August,2023-08,FY2023-24,Q2
233,2023-08-21,2023,Q3,8,August,2023-08,FY2023-24,Q2
234,2023-08-22,2023,Q3,8,August,2023-08,FY2023-24,Q2
235,2023-08-23,2023,Q3,8,August,2023-08,FY2023-24,Q2
236,2023-08-24,2023,Q3,8,August,2023-08,FY2023-24,Q2
237,2023-08-25,2023,Q3,8,August,2023-08,FY2023-24,Q2
238,2023-08-26,2023,Q3,8,August,2023-08,FY2023-24,Q2
239,2023-08-27,2023,Q3,8,August,2023-08,FY2023-24,Q2
240,2023-08-28,2023,Q3,8,August,2023-08,FY2023-24,Q2
241,2023-08-29,2023,Q3,8,August,2023-08,FY2023-24,Q2
242,2023-08-30,2023,Q3,8,August,2023-08,FY2023-24,Q2
243,2023-08-31,2023,Q3,8,August,2023-08,FY2023-24,Q2
244,2023-09-01,2023,Q3,9,September,2023-09,FY2023-24,Q2
245,2023-09-02,2023,Q3,9,September,2023-09,FY2023-24,Q2
246,2023-09-03,2023,Q3,9,September,2023-09,FY2023-24,Q2
247,2023-09-04,2023,Q3,9,September,2023-09,FY2023-24,Q2
248,2023-09-05,2023,Q3,9,September,2023-09,FY2023-24,Q2
249,2023-09-06,2023,Q3,9,September,2023-09,FY2023-24,Q2
250,2023-09-07,2023,Q3,9,September,2023-09,FY2023-24,Q2
251,2023-09-08,2023,Q3,9,September,2023-09,FY2023-24,Q2
252,2023-09-09,2023,Q3,9,September,2023-09,FY2023-24,Q2
253,2023-09-10,2023,Q3,9,September,2023-09,FY2023-24,Q2
254,2023-09-11,2023,Q3,9,September,2023-09,FY2023-24,Q2
255,2023-09-12,2023,Q3,9,September,2023-09,FY2023-24,Q2
256,2023-09-13,2023,Q3,9,September,2023-09,FY2023-24,Q2
257,2023-09-14,2023,Q3,9,September,2023-09,FY2023-24,Q2
258,2023-09-15,2023,Q3,9,September,2023-09,FY2023-24,Q2
259,2023-09-16,2023,Q3,9,September,2023-09,FY2023-24,Q2
260,2023-09-17,2023,Q3,9,September,2023-09,FY2023-24,Q2
261,2023-09-18,2023,Q3,9,September,2023-09,FY2023-24,Q2
262,2023-09-19,2023,Q3,9,September,2023-09,FY2023-24,Q2
263,2023-09-20,2023,Q3,9,September,2023-09,FY2023-24,Q2
264,2023-09-21,2023,Q3,9,September,2023-09,FY2023-24,Q2
265,2023-09-22,2023,Q3,9,September,2023-09,FY2023-24,Q2
266,2023-09-23,2023,Q3,9,September,2023-09,FY2023-24,Q2
267,2023-09-24,2023,Q3,9,September,2023-09,FY2023-24,Q2
268,2023-09-25,2023,Q3,9,September,2023-09,FY2023-24,Q2
269,2023-09-26,2023,Q3,9,September,2023-09,FY2023-24,Q2
270,2023-09-27,2023,Q3,9,September,2023-09,FY2023-24,Q2
271,2023-09-28,2023,Q3,9,September,2023-09,FY2023-24,Q2
272,2023-09-29,2023,Q3,9,September,2023-09,FY2023-24,Q2
273,2023-09-30,2023,Q3,9,September,2023-09,FY2023-24,Q2
274,2023-10-01,2023,Q4,10,October,2023-10,FY2023-24,Q3
275,2023-10-02,2023,Q4,10,October,2023-10,FY2023-24,Q3
276,2023-10-03,2023,Q4,10,October,2023-10,FY2023-24,Q3
277,2023-10-04,2023,Q4,10,October,2023-10,FY2023-24,Q3
278,2023-10-05,2023,Q4,10,October,2023-10,FY2023-24,Q3
279,2023-10-06,2023,Q4,10,October,2023-10,FY2023-24,Q3
280,2023-10-07,2023,Q4,10,October,2023-10,FY2023-24,Q3
281,2023-10-08,2023,Q4,10,October,2023-10,FY2023-24,Q3
282,2023-10-09,2023,Q4,10,October,2023-10,FY2023-24,Q3
283,2023-10-10,2023,Q4,10,October,2023-10,FY2023-24,Q3
284,2023-10-11,2023,Q4,10,October,2023-10,FY2023-24,Q3
285,2023-10-12,2023,Q4,10,October,2023-10,FY2023-24,Q3
286,2023-10-13,2023,Q4,10,October,2023-10,FY2023-24,Q3
287,2023-10-14,2023,Q4,10,October,2023-10,FY2023-24,Q3
288,2023-10-15,2023,Q4,10,October,2023-10,FY2023-24,Q3
289,2023-10-16,2023,Q4,10,October,2023-10,FY2023-24,Q3
290,2023-10-17,2023,Q4,10,October,2023-10,FY2023-24,Q3
291,2023-10-18,2023,Q4,10,October,2023-10,FY2023-24,Q3
292,2023-10-19,2023,Q4,10,October,2023-10,FY2023-24,Q3
293,2023-10-20,2023,Q4,10,October,2023-10,FY2023-24,Q3
294,2023-10-21,2023,Q4,10,October,2023-10,FY2023-24,Q3
295,2023-10-22,2023,Q4,10,October,2023-10,FY2023-24,Q3
296,2023-10-23,2023,Q4,10,October,2023-10,FY2023-24,Q3
297,2023-10-24,2023,Q4,10,October,2023-10,FY2023-24,Q3
298,2023-10-25,2023,Q4,10,October,2023-10,FY2023-24,Q3
299,2023-10-26,2023,Q4,10,October,2023-10,FY2023-24,Q3
300,2023-10-27,2023,Q4,10,October,2023-10,FY2023-24,Q3
301,2023-10-28,2023,Q4,10,October,2023-10,FY2023-24,Q3
302,2023-10-29,2023,Q4,10,October,2023-10,FY2023-24,Q3
303,2023-10-30,2023,Q4,10,October,2023-10,FY2023-24,Q3
304,2023-10-31,2023,Q4,10,October,2023-10,FY2023-24,Q3
305,2023-11-01,2023,Q4,11,November,2023-11,FY2023-24,Q3
306,2023-11-02,2023,Q4,11,November,2023-11,FY2023-24,Q3
307,2023-11-03,2023,Q4,11,November,2023-11,FY2023-24,Q3
308,2023-11-04,2023,Q4,11,November,2023-11,FY2023-24,Q3
309,2023-11-05,2023,Q4,11,November,2023-11,FY2023-24,Q3
310,2023-11-06,2023,Q4,11,November,2023-11,FY2023-24,Q3
311,2023-11-07,2023,Q4,11,November,2023-11,FY2023-24,Q3
312,2023-11-08,2023,Q4,11,November,2023-11,FY2023-24,Q3
313,2023-11-09,2023,Q4,11,November,2023-11,FY2023-24,Q3
314,2023-11-10,2023,Q4,11,November,2023-11,FY2023-24,Q3
315,2023-11-11,2023,Q4,11,November,2023-11,FY2023-24,Q3
316,2023-11-12,2023,Q4,11,November,2023-11,FY2023-24,Q3
317,2023-11-13,2023,Q4,11,November,2023-11,FY2023-24,Q3
318,2023-11-14,2023,Q4,11,November,2023-11,FY2023-24,Q3
319,2023-11-15,2023,Q4,11,November,2023-11,FY2023-24,Q3
320,2023-11-16,2023,Q4,11,November,2023-11,FY2023-24,Q3
321,2023-11-17,2023,Q4,11,November,2023-11,FY2023-24,Q3
322,2023-11-18,2023,Q4,11,November,2023-11,FY2023-24,Q3
323,2023-11-19,2023,Q4,11,November,2023-11,FY2023-24,Q3
324,2023-11-20,2023,Q4,11,November,2023-11,FY2023-24,Q3
325,2023-11-21,2023,Q4,11,November,2023-11,FY2023-24,Q3
326,2023-11-22,2023,Q4,11,November,2023-11,FY2023-24,Q3
327,2023-11-23,2023,Q4,11,November,2023-11,FY2023-24,Q3
328,2023-11-24,2023,Q4,11,November,2023-11,FY2023-24,Q3
329,2023-11-25,2023,Q4,11,November,2023-11,FY2023-24,Q3
330,2023-11-26,2023,Q4,11,November,2023-11,FY2023-24,Q3
331,2023-11-27,2023,Q4,11,November,2023-11,FY2023-24,Q3
332,2023-11-28,2023,Q4,11,November,2023-11,FY2023-24,Q3
333,2023-11-29,2023,Q4,11,November,2023-11,FY2023-24,Q3
334,2023-11-30,2023,Q4,11,November,2023-11,FY2023-24,Q3
335,2023-12-01,2023,Q4,12,December,2023-12,FY2023-24,Q3
336,2023-12-02,2023,Q4,12,December,2023-12,FY2023-24,Q3
337,2023-12-03,2023,Q4,12,December,2023-12,FY2023-24,Q3
338,2023-12-04,2023,Q4,12,December,2023-12,FY2023-24,Q3
339,2023-12-05,2023,Q4,12,December,2023-12,FY2023-24,Q3
340,2023-12-06,2023,Q4,12,December,2023-12,FY2023-24,Q3
341,2023-12-07,2023,Q4,12,December,2023-12,FY2023-24,Q3
342,2023-12-08,2023,Q4,12,December,2023-12,FY2023-24,Q3
343,2023-12-09,2023,Q4,12,December,2023-12,FY2023-24,Q3
344,2023-12-10,2023,Q4,12,December,2023-12,FY2023-24,Q3
345,2023-12-11,2023,Q4,12,December,2023-12,FY2023-24,Q3
346,2023-12-12,2023,Q4,12,December,2023-12,FY2023-24,Q3
347,2023-12-13,2023,Q4,12,December,2023-12,FY2023-24,Q3
348,2023-12-14,2023,Q4,12,December,2023-12,FY2023-24,Q3
349,2023-12-15,2023,Q4,12,December,2023-12,FY2023-24,Q3
350,2023-12-16,2023,Q4,12,December,2023-12,FY2023-24,Q3
351,2023-12-17,2023,Q4,12,December,2023-12,FY2023-24,Q3
352,2023-12-18,2023,Q4,12,December,2023-12,FY2023-24,Q3
353,2023-12-19,2023,Q4,12,December,2023-12,FY2023-24,Q3
354,2023-12-20,2023,Q4,12,December,2023-12,FY2023-24,Q3
355,2023-12-21,2023,Q4,12,December,2023-12,FY2023-24,Q3
356,2023-12-22,2023,Q4,12,December,2023-12,FY2023-24,Q3
357,2023-12-23,2023,Q4,12,December,2023-12,FY2023-24,Q3
358,2023-12-24,2023,Q4,12,December,2023-12,FY2023-24,Q3
359,2023-12-25,2023,Q4,12,December,2023-12,FY2023-24,Q3
360,2023-12-26,2023,Q4,12,December,2023-12,FY2023-24,Q3
361,2023-12-27,2023,Q4,12,December,2023-12,FY2023-24,Q3
362,2023-12-28,2023,Q4,12,December,2023-12,FY2023-24,Q3
363,2023-12-29,2023,Q4,12,December,2023-12,FY2023-24,Q3
364,2023-12-30,2023,Q4,12,December,2023-12,FY2023-24,Q3
365,2023-12-31,2023,Q4,12,December,2023-12,FY2023-24,Q3
366,2024-01-01,2024,Q1,1,January,2024-01,FY2023-24,Q4
367,2024-01-02,2024,Q1,1,January,2024-01,FY2023-24,Q4
368,2024-01-03,2024,Q1,1,January,2024-01,FY2023-24,Q4
369,2024-01-04,2024,Q1,1,January,2024-01,FY2023-24,Q4
370,2024-01-05,2024,Q1,1,January,2024-01,FY2023-24,Q4
371,2024-01-06,2024,Q1,1,January,2024-01,FY2023-24,Q4
372,2024-01-07,2024,Q1,1,January,2024-01,FY2023-24,Q4
373,2024-01-08,2024,Q1,1,January,2024-01,FY2023-24,Q4
374,2024-01-09,2024,Q1,1,January,2024-01,FY2023-24,Q4
375,2024-01-10,2024,Q1,1,January,2024-01,FY2023-24,Q4
376,2024-01-11,2024,Q1,1,January,2024-01,FY2023-24,Q4
377,2024-01-12,2024,Q1,1,January,2024-01,FY2023-24,Q4
378,2024-01-13,2024,Q1,1,January,2024-01,FY2023-24,Q4
379,2024-01-14,2024,Q1,1,January,2024-01,FY2023-24,Q4
380,2024-01-15,2024,Q1,1,January,2024-01,FY2023-24,Q4
381,2024-01-16,2024,Q1,1,January,2024-01,FY2023-24,Q4
382,2024-01-17,2024,Q1,1,January,2024-01,FY2023-24,Q4
383,2024-01-18,2024,Q1,1,January,2024-01,FY2023-24,Q4
384,2024-01-19,2024,Q1,1,January,2024-01,FY2023-24,Q4
385,2024-01-20,2024,Q1,1,January,2024-01,FY2023-24,Q4
